rank,module,uri,name,action,status,avg_ms,min_ms,max_ms,runs_ms,bytes,app_ms,queries,query_ms,gzip_ms,gzip_raw_bytes,gzip_bytes,slowest_queries,final_url,error
106,teknik-servis,admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz,filament.admin.teknik-servis.resources.servis-kayitlari.create_arizali,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ArizaliCihazKaydiOlusturSayfasi",200,1799.48,1799.48,1799.48,1799.48,280045,900.59,15,34.5,3.62,280045,31582,"12.84ms select `grup`, `id`, `ad`, `kod`, `siralama` from ((select 'servis_durumu' as grup, id, ad, kod, siralama from `teknik_servis_tanim_servis_durumlari` where `firma_id` is null) union all (select 'cihaz' as grup, id, ad, kod, siralama from `teknik_servis_tanim_cihazlar` where `deleted_at` is null and `firma_id` is null) union all (select 'marka' as grup, id, ad, kod, siralama from `teknik_servis_tanim_markalar` where ` || 5.86ms select `son_sira` from `teknik_servis_fis_numaralari` where `firma_id` = ? and `yil` = ? and `prefix` = ? limit 1 || 5.82ms select * from `teknik_servis_kalemleri` where `teknik_servis_kalemleri`.`teknik_servis_kaydi_id` is null and `teknik_servis_kalemleri`.`teknik_servis_kaydi_id` is not null and `teknik_servis_kalemleri`.`deleted_at` is null || 1.61ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.3ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz,
107,personel-takip,admin/personel-takip/tanimlar/departmanlar/create,filament.admin.personel-takip.resources.tanimlar.departmanlar.create,"App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\CreatePersonelDepartman",200,1799.34,1799.34,1799.34,1799.34,164942,774.64,3,3.25,2.96,164942,24901,"1.25ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.14ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.86ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/personel-takip/tanimlar/departmanlar/create,
108,muhasebe,admin/muhasebe/finans/finans-hareketleri,filament.admin.muhasebe.pages.finans.finans-hareketleri,"App\Filament\Clusters\Muhasebe\Pages\FinansHareketleriListesiSayfasi",200,1795.47,1795.47,1795.47,1795.47,182121,812.3,4,4.19,4.59,182121,25513,"2.03ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.87ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.69ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.6ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/finans/finans-hareketleri,
109,muhasebe,admin/muhasebe/tanimlar/para-birimleri/create,filament.admin.muhasebe.resources.tanimlar.para-birimleri.create,"App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\CreateParaBirimi",200,1793.71,1793.71,1793.71,1793.71,165252,743.84,4,2.75,2.42,165252,24943,"1.09ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.68ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/para-birimleri/create,
110,proje-yonetimi,admin/proje-yonetimi,filament.admin.proje-yonetimi,"App\Filament\Clusters\ProjeYonetimi",200,1786.61,1786.61,1786.61,1786.61,130896,726.35,4,4.32,2.05,130896,20614,"1.69ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.27ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.83ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.53ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/proje-yonetimi,
111,web,admin/web/urunler/urun-listesi/create,filament.admin.web.resources.urunler.urun-listesi.create,"App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\CreateUrun",200,1786.24,1786.24,1786.24,1786.24,373506,864.68,10,8.03,4.9,373506,36364,"1.56ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.15ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.95ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.86ms select `kod` from `muhasebe_birimler` where `firma_id` = ? and `aktif_mi` = ? and `varsayilan_mi` = ? and `muhasebe_birimler`.`deleted_at` is null limit 1 || 0.75ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc",http://127.0.0.1:8000/admin/web/urunler/urun-listesi/create,
112,personel-takip,admin/personel-takip/raporlar/personel-ozeti,filament.admin.personel-takip.pages.raporlar.personel-ozeti,"App\Filament\Clusters\PersonelTakip\Pages\PersonelRaporlariSayfasi",200,1785.05,1785.05,1785.05,1785.05,151672,859.41,14,35.85,2.4,151672,22665,"8.66ms select `id`, `garson_personel_id`, `kasiyer_personel_id`, `genel_toplam` from `restoran_adisyonlari` where `firma_id` = ? and `durum` != ? and `acilis_at` between ? and ? and `restoran_adisyonlari`.`deleted_at` is null || 7.28ms select `id`, `hazirlayan_personel_id`, `miktar`, `toplam_tutar` from `restoran_adisyon_kalemleri` where `firma_id` = ? and `hazirlayan_personel_id` is not null and `durum` != ? and exists (select * from `restoran_adisyonlari` where `restoran_adisyon_kalemleri`.`adisyon_id` = `restoran_adisyonlari`.`id` and `firma_id` = ? and `acilis_at` between ? and ? and `restoran_adisyonlari`.`deleted_at` is null) and `restoran_ad || 6.63ms select `id`, `personel_id`, `net_tutar`, `odenen_tutar`, `kalan_tutar` from `personel_maas_hareketleri` where `firma_id` = ? and exists (select * from `personel_maas_donemleri` where `personel_maas_hareketleri`.`maas_donemi_id` = `personel_maas_donemleri`.`id` and `baslangic_tarihi` <= ? and `bitis_tarihi` >= ? and `personel_maas_donemleri`.`deleted_at` is null) and `personel_maas_hareketleri`.`deleted_at` is null || 2.64ms select `ad`, `id` from `subeler` where `firma_id` = ? and `subeler`.`deleted_at` is null order by `ad` asc || 1.85ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/personel-takip/raporlar/personel-ozeti,
113,restoran,admin/restoran/paket-servis,filament.admin.restoran.pages.paket-servis,"App\Filament\Clusters\Restoran\Pages\RestoranPaketServisSayfasi",200,1782.12,1782.12,1782.12,1782.12,137557,758.17,6,9.44,2.05,137557,21618,"4.95ms select `id`, `firma_id`, `kurye_personel_id`, `adisyon_no`, `durum`, `siparis_tipi`, `paket_durum`, `teslimat_telefon`, `tahmini_teslimat_at`, `teslimat_notu`, `teslimat_adresi`, `genel_toplam`, `acilis_at` from `restoran_adisyonlari` where `firma_id` = ? and `siparis_tipi` in (?, ?) and `paket_durum` not in (?, ?) and `durum` in (?, ?, ?) and `restoran_adisyonlari`.`deleted_at` is null order by `acilis_at` asc limit || 1.42ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.28ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.75ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.53ms select `ad_soyad`, `id` from `personeller` where `firma_id` = ? and `durum` = ? and `personeller`.`deleted_at` is null order by `ad_soyad` asc",http://127.0.0.1:8000/admin/restoran/paket-servis,
114,restoran,admin/restoran/qr-menu/kategoriler/create,filament.admin.restoran.resources.qr-menu.kategoriler.create,"App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\CreateRestoranMenuKategori",200,1778.94,1778.94,1778.94,1778.94,164903,753.41,5,4.76,2.86,164903,24916,"1.96ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.24ms select `ad`, `id` from `subeler` where `firma_id` = ? and `subeler`.`deleted_at` is null order by `ad` asc || 0.66ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.36ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/restoran/qr-menu/kategoriler/create,
115,masraf-takip,admin/masraf-takip/tanimlar/butceler,filament.admin.masraf-takip.pages.tanimlar.butceler,"App\Filament\Clusters\MasrafTakip\Pages\MasrafButceleriSayfasi",200,1778.07,1778.07,1778.07,1778.07,155593,767.47,5,4.25,2.38,155593,23259,"1.2ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.14ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.71ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.61ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.59ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/masraf-takip/tanimlar/butceler,
116,muhasebe,admin/muhasebe/cari-yonetimi/cariler/create,filament.admin.muhasebe.resources.cari-yonetimi.cariler.create,"App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\CreateCari",200,1774.5,1774.5,1774.5,1774.5,258664,832.88,10,40.99,3.4,258664,30128,"16.99ms select * from `cari_yetkili_kisiler` where `cari_yetkili_kisiler`.`cari_id` is null and `cari_yetkili_kisiler`.`cari_id` is not null and `cari_yetkili_kisiler`.`deleted_at` is null order by `sira` asc, `id` asc, `sira` asc || 6.68ms select `ad`, `id` from `muhasebe_cari_gruplari` where (`muhasebe_cari_gruplari`.`firma_id` = ? or (`muhasebe_cari_gruplari`.`firma_id` is null and `muhasebe_cari_gruplari`.`is_sabit` = ?)) and `muhasebe_cari_gruplari`.`deleted_at` is null order by `ad` asc || 5.24ms select * from `cari_banka_hesaplari` where `cari_banka_hesaplari`.`cari_id` is null and `cari_banka_hesaplari`.`cari_id` is not null and `cari_banka_hesaplari`.`deleted_at` is null order by `sira` asc, `id` asc, `sira` asc || 5.01ms select * from `cari_adresleri` where `cari_adresleri`.`cari_id` is null and `cari_adresleri`.`cari_id` is not null and `cari_adresleri`.`deleted_at` is null order by `sira` asc, `id` asc, `sira` asc || 1.87ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/cari-yonetimi/cariler/create,
117,ayarlar,admin/ayarlar/kullanici-ayarlari/kullanici-gruplari,filament.admin.ayarlar.pages.kullanici-ayarlari.kullanici-gruplari,"App\Filament\Clusters\Ayarlar\Pages\KullaniciGruplari",200,1770.37,1770.37,1770.37,1770.37,132085,789.38,4,4.44,2.3,132085,20855,"1.38ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 1.29ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.94ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.83ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/ayarlar/kullanici-ayarlari/kullanici-gruplari,
118,web,admin/web/urunler/urun-listesi,filament.admin.web.resources.urunler.urun-listesi.index,"App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ListUrunler",200,1769.37,1769.37,1769.37,1769.37,492098,909.71,8,19.01,5.47,492098,37758,"12.21ms select count(*) as aggregate from `stok_kartlari` where `tur` = ? and `stok_kartlari`.`deleted_at` is null || 1.55ms select `id`, `firma_id`, `ad`, `kod`, `tur`, `kategori_id`, `birim`, `satis_fiyati`, `para_birimi`, `kritik_seviye_miktar`, `stok_miktari`, `olculu_takip_turu`, `minimum_stok`, `durum`, `barkod`, `created_at`, `updated_at`, (select coalesce(sum(sob.ana_miktar), 0) from stok_olcu_bakiyeleri sob where sob.stok_id = stok_kartlari.id and sob.firma_id = stok_kartlari.firma_id) as `olcu_ana_toplami`, (select coalesce(sum(s || 1.26ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.15ms select `id`, `stok_karti_id`, `dosya_yolu`, `aktif_mi`, `kapak_mi`, `sira` from `stok_karti_gorselleri` where `stok_karti_gorselleri`.`stok_karti_id` in (142, 143, 144, 156, 157, 158, 159, 160, 161, 162) order by `kapak_mi` desc, `sira` asc, `id` asc || 1.05ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/web/urunler/urun-listesi,
119,web,admin/web/web-ayarlar/mail-gonderim,filament.admin.web.pages.web-ayarlar.mail-gonderim,"App\Filament\Clusters\Web\Pages\WebMailGonderim",200,1768.4,1768.4,1768.4,1768.4,174512,751.21,3,2.86,2.51,174512,25674,"1.53ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.7ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.63ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/web/web-ayarlar/mail-gonderim,
120,personel-takip,admin/personel-takip/tanimlar/vardiya-sablonlari/create,filament.admin.personel-takip.resources.tanimlar.vardiya-sablonlari.create,"App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaSablonuKaynagi\Pages\CreatePersonelVardiyaSablonu",200,1767.5,1767.5,1767.5,1767.5,168537,826.82,3,3.6,2.99,168537,25153,"1.87ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.88ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.85ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/personel-takip/tanimlar/vardiya-sablonlari/create,
121,e-ticaret,admin/e-ticaret,filament.admin.e-ticaret,"App\Filament\Clusters\ETicaret",200,1762.24,1762.24,1762.24,1762.24,130861,779.81,4,3.59,2.28,130861,20609,"1.29ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.94ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.87ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/e-ticaret,
122,restoran,admin/restoran/masalar,filament.admin.restoran.resources.masalar.index,"App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\ListRestoranMasalari",200,1761.62,1761.62,1761.62,1761.62,195104,855.75,7,6.95,2.75,195104,26706,"1.75ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.18ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 1.08ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 1.03ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.79ms select `ad`, `id` from `restoran_salonlari` where `firma_id` = ? and `restoran_salonlari`.`deleted_at` is null order by `ad` asc",http://127.0.0.1:8000/admin/restoran/masalar,
